index,Date,sentence,p_neg,p_neu,p_pos,tone,label
0,2020-03-03,"The Manila Times President and CEO, Mr. Dante Ang II, my co-speakers and colleagues in the government service; distinguished speakers from the business community as well as The World Bank; ladies and gentlemen, good morning.",0.002742186887189746,0.13476674258708954,0.8624910712242126,0.8597488843370229,positive
0,2020-03-03,It is a pleasure to be joining today's Business Forum to share the BSP's views on the macroeconomic developments and prospects for the Philippine economy at a time when the domestic economy is seeing both low inflation and robust economic growth.,0.0017625975888222456,0.03375696390867233,0.9644804000854492,0.962717802496627,positive
0,2020-03-03,In line with the conference theme and given that the other economic team members are here - allow me to share my insights on the economy's outlook for the year from the perspective of a central banker.,0.004791891202330589,0.5877800583839417,0.4074280858039856,0.402636194601655,neutral
0,2020-03-03,"High and volatile inflation is undesirable because it leads to slower real economic growth and lower social welfare for most Filipinos, especially the poor.",0.8792084455490112,0.11322391033172607,0.007567600347101688,-0.8716408452019095,negative
0,2020-03-03,"Until recently, the Philippines is characterized as high inflation and low growth.",0.4825335144996643,0.49920761585235596,0.018258867785334587,-0.4642746467143297,neutral
0,2020-03-03,"In 2002, onward this trend was reversed.",0.12618818879127502,0.840635359287262,0.03317642956972122,-0.0930117592215538,neutral
0,2020-03-03,This development happened when BSP adopted the inflation targeting framework.,0.008047799579799175,0.8458638787269592,0.14608828723430634,0.13804048765450716,neutral
0,2020-03-03,"In recent years, we are seeing the generally sustained positive alignment of strong growth and low inflation which is what is needed to ensure that the economy can continue growing without having to worry about overheating.",0.0073822359554469585,0.14158058166503906,0.8510372042655945,0.8436549683101475,positive
0,2020-03-03,"The BSP, being the country's central monetary policy authority with the core mandate of promoting price stability, is committed to ensure that this non-inflation growth is sustained.",0.010364172048866749,0.4599984884262085,0.529637336730957,0.5192731646820903,positive
0,2020-03-03,"Manageable inflation along with expectations of within-target inflation over the policy horizon is expected to boost consumption demand, which has been consistently one of the key growth drivers of the domestic economy.",0.01083663385361433,0.2472626268863678,0.7419007420539856,0.7310641082003713,positive
0,2020-03-03,"In 2019, headline inflation eased significantly, averaging 2.5 percent, lower than the 5.2 percent inflation in 2018.",0.02952752076089382,0.629170835018158,0.34130164980888367,0.31177412904798985,neutral
0,2020-03-03,The deceleration was largely driven by slower price increases of rice and other selected food and energy items.,0.5749320983886719,0.4125264585018158,0.012541457079350948,-0.5623906413093209,negative
0,2020-03-03,Food inflation dropped to 1.8 percent year-on-year in 2019 from 6.6 percent in 2018 due to improving supply conditions.,0.3347485661506653,0.6257398128509521,0.039511632174253464,-0.2952369339764118,neutral
0,2020-03-03,Rice prices declined in 2019 largely due to the Rice Tariffication Law and the continued arrival of rice imports.,0.4524805247783661,0.5271345376968384,0.020384913310408592,-0.4320956114679575,neutral
0,2020-03-03,"At the same time, inflation rates for meat, fish, oils, and fats, vegetables, as well as sweeteners posted slower price increases during the year.",0.5016425848007202,0.47946876287460327,0.018888646736741066,-0.48275393806397915,negative
0,2020-03-03,"Likewise, non-food inflation also fell in 2019 due largely to easing energy prices.",0.3906004726886749,0.578486979007721,0.03091251291334629,-0.35968795977532864,neutral
0,2020-03-03,The pursuit of prudent and well-calibrated monetary policy by the BSP continues to support favorable inflation dynamics in the country.,0.010529464110732079,0.25854310393333435,0.7309274077415466,0.7203979436308146,positive
0,2020-03-03,"In 2019, as a pre-emptive move against the risks associated with lingering sluggish global growth, the Monetary Board (MB) decided to reduce the policy rate by 25 bps in May, August, and September 2019, respectively.",0.1114080622792244,0.8528381586074829,0.03575380519032478,-0.07565425708889961,neutral
0,2020-03-03,"And in its most recent monetary policy stance meeting on 6 February 2020, the MB cut the policy rate by another 25bps.",0.018733523786067963,0.9042368531227112,0.07702960819005966,0.0582960844039917,neutral
0,2020-03-03,"The Board was of the view that a tame inflation environment, there is a room for a further preemptive reduction in the policy rate to support market confidence.",0.028274860233068466,0.7663562297821045,0.20536892116069794,0.17709406092762947,neutral
0,2020-03-03,The MB noted the possible adverse impact of the spread of the 2019 novel coronavirus on global market sentiment as well as on domestic economic activity in the coming months.,0.4608263671398163,0.5246052145957947,0.014568347483873367,-0.4462580196559429,neutral
0,2020-03-03,"Latest baseline forecasts indicate a target-consistent path of inflation for 2020 and 2021, with average inflation remaining within the target range of 3.0 percent ± 1.0 percentage point.",0.02085893787443638,0.8118377923965454,0.1673031896352768,0.14644425176084042,neutral
0,2020-03-03,The balance of risks to the inflation outlook continue to tilt slightly toward the downside in 2020 and in 2021.,0.33675748109817505,0.6479515433311462,0.015291058458387852,-0.3214664226397872,neutral
0,2020-03-03,Forecasts by other institutions generally convey similar expectations.,0.08879595249891281,0.8831651210784912,0.028038915246725082,-0.06075703725218773,neutral
